,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22
1995-01-31,1.201755087592361e-05,1.4307321786707463e-05,1.3040876672659233e-05,0.6,0.0,3.13,0.0,0.015384615384615552,9.999999999999964,-0.9999999999999787,-5.000000000000071,-4.999999999999982,0.0,0.0,0.34,1.6,-8.999999999999986,-7.9999999999999964,-0.02446982055464919,0.0,0.010467479674796776,-0.007530593034201449,0.0
1995-02-01,1.1909247162692706e-05,1.423136181981902e-05,1.3040876672659233e-05,0.6,0.0,3.13,0.0,0.0,7.000000000000028,1.9999999999999574,6.00000000000005,4.0000000000000036,0.0,0.0,0.33,1.59,-1.0000000000000009,-1.0000000000000009,-0.019230769230769273,0.0,-0.0003017198028764101,-0.0006323110970596346,1.1822566915897781e-05
1995-02-02,1.4937712584632576e-05,1.1556447752750733e-05,1.3532575614625052e-05,0.6,0.0,3.13,0.0,0.0032467532467532756,-5.000000000000071,7.000000000000028,1.9999999999999574,0.9999999999999787,0.0,0.0,0.28,1.66,6.999999999999984,-4.999999999999999,-0.051150895140664954,0.0,0.001006036217303663,0.0015817779183802116,-1.1822427144481118e-05
1995-02-03,3.767336453816862e-05,1.826960159106193e-05,1.9130677097728344e-05,0.6,0.0,3.13,0.0,0.012944983818770295,-4.999999999999982,-22.999999999999954,-18.99999999999995,-14.999999999999947,0.0,0.0,0.35,1.53,-12.99999999999999,6.999999999999995,-0.013477088948787075,0.0,0.002512562814070307,-0.011813013265950634,0.0
1995-02-06,2.0104873429321604e-05,1.8677142148590947e-05,1.9575227442836447e-05,0.6,0.0,3.13,0.0,-0.010649627263045969,0.0,2.999999999999936,4.0000000000000036,2.999999999999936,0.0,0.0,0.35,1.55,2.0000000000000018,0.0,0.021857923497267784,0.0,-0.004511278195488799,-0.0027488333439876778,-4.729026766281397e-05
1995-02-07,2.7655226145696054e-05,1.9279256490828715e-05,1.9801477419226937e-05,0.6,0.0,3.13,0.0,-0.008073196986006392,0.9999999999999787,1.0000000000000675,-1.0000000000000675,1.0000000000000675,0.0,0.0,0.33,1.54,-1.0000000000000009,-1.9999999999999962,-0.004456327985739805,0.0,0.0012084592145016337,-0.0019230769230770273,-5.911563017269028e-05
1995-02-08,2.5948115724028623e-05,1.9829161617186054e-05,1.987421632107902e-05,0.6,0.0,3.13,0.0,-0.0037981551817688475,-4.0000000000000036,-1.0000000000000675,1.0000000000000675,0.9999999999999787,0.0,0.0,0.35,1.59,5.000000000000004,1.9999999999999962,0.022381378692927445,0.0,-0.004425668879501132,-0.003018625561978072,-5.9119125036866116e-05
1995-02-09,3.4321150105265564e-05,2.230417561506521e-05,2.0483588933751298e-05,0.6,0.0,3.13,0.0,-0.004357298474945481,1.0000000000000675,7.000000000000028,4.999999999999982,-0.9999999999999787,0.0,0.0,0.35,1.63,3.9999999999999813,0.0,0.01838879159369533,0.0,-0.0013133966457871127,0.0027056625652257527,-7.094714437749783e-05
1995-02-10,8.143114949408006e-06,2.1868218698127907e-05,2.0309211743841487e-05,0.6,0.0,3.13,0.0,0.010393873085339012,2.999999999999936,4.999999999999982,4.0000000000000036,2.999999999999936,0.0,0.0,0.29,1.65,2.0000000000000018,-6.0,-0.03009458297506462,0.0,0.00010116337885701654,0.0039832958560872544,-4.730145215470216e-05
1995-02-13,3.084333868241496e-06,1.7614292432640994e-05,1.7535032879469015e-05,0.6,0.0,3.13,0.0,-0.009745533297238707,-0.9999999999999787,-0.9999999999999787,-0.9999999999999787,-0.9999999999999787,0.0,0.0,0.29,1.63,-2.0000000000000018,0.0,0.01152482269503552,0.0,-0.002023062917256735,0.0005119344723873986,-5.912961210963186e-05
1995-02-14,3.2411148989886817e-06,1.7464458869635425e-05,1.5825259456158098e-05,0.6,0.0,3.13,0.0,0.008201202843083788,-0.9999999999999787,-8.999999999999986,-10.000000000000053,-5.999999999999961,0.0,0.0,0.3,1.55,-7.999999999999985,1.0000000000000009,0.0017528483786151128,0.0,-0.00010135819987833194,-0.0038375439718578708,-3.5479865176601955e-05
1995-02-15,5.574264961797199e-06,1.6793617276058383e-05,1.6198839435693807e-05,0.6,0.0,3.13,0.0,0.0010845986984815426,-2.000000000000046,-8.000000000000007,-5.999999999999961,-3.000000000000025,0.0,0.0,0.33,1.51,-4.0000000000000036,3.0000000000000027,0.007874015748031482,0.0,-0.0013177901672580816,0.0019261637239165186,-1.1827041347278744e-05
1995-02-16,1.9598704131278086e-06,1.642391083684785e-05,1.5951056891636574e-05,0.6,0.0,3.13,0.0,0.009209100758396538,-7.999999999999918,-8.000000000000007,-4.999999999999982,-0.9999999999999787,0.0,0.0,0.38,1.55,4.0000000000000036,4.999999999999999,0.0078125,0.0,-0.009845716605765276,0.01089394424863821,1.1827181227941352e-05
1995-02-17,1.681205576909608e-05,1.13451258691951e-05,1.6594175446325413e-05,0.6,0.0,3.13,0.0,0.016639828234031206,0.9999999999999787,4.0000000000000036,2.999999999999936,1.9999999999999574,0.0,0.0,0.36,1.57,2.0000000000000018,-2.0000000000000018,0.008613264427218104,0.0,-0.0007175807278317903,-0.0006339144215530279,0.0
1995-02-21,1.718414436034774e-05,9.023904014448843e-06,1.4602991180031157e-05,0.6,0.0,3.13,0.0,-0.002116402116402072,1.9999999999999574,0.9999999999999787,0.49999999999998934,1.0000000000000675,0.0,0.0,0.35,1.52,-2.499999999999991,-0.5000000000000004,0.014309764309764272,0.0,-0.0009241195194579221,0.0015832805573148256,-8.871067899152152e-05
1995-02-22,2.1110199335759812e-05,1.0852457915818974e-05,1.5044487112307938e-05,0.6,0.0,3.13,0.0,-0.0010604453870625141,-4.999999999999982,-14.999999999999947,-10.000000000000053,-7.000000000000028,0.0,0.0,0.42,1.49,-3.0000000000000027,7.000000000000001,-0.05477178423236517,0.0,-0.002774922918807765,0.002845399936769022,-9.463311922586204e-05
1995-02-23,2.062390214195038e-05,1.1689450787457378e-05,1.5012596265654552e-05,0.6,0.0,3.13,0.0,-0.013269639065817462,2.999999999999936,0.0,0.0,1.9999999999999574,0.0,0.0,0.42,1.46,-3.0000000000000027,0.0,-0.021071115013169495,0.0,-0.0023704009069360765,0.004413619167717542,-5.9151297187809426e-05
1995-02-24,2.1071273167635266e-05,1.0456209153809289e-05,1.4935061197822792e-05,0.6,0.0,3.13,0.0,0.00591715976331364,0.0,-4.0000000000000036,-0.9999999999999787,-1.9999999999999574,0.0,0.0,0.44,1.45,-1.0000000000000009,2.0000000000000018,-0.0278026905829597,0.0,0.0030991735537189147,-0.0028248587570620654,-4.7323837016777226e-05
1995-02-27,3.0297780043105624e-05,2.102358180064469e-05,2.0578912889946265e-05,0.6,0.0,3.13,0.0,-0.0032085561497325887,0.0,-10.000000000000053,-8.999999999999986,-4.999999999999982,0.0,0.0,0.45,1.32,-12.99999999999999,1.0000000000000009,0.15405904059040587,0.0,-0.003604531410916545,-0.003147623544224154,-4.7326076668352535e-05
1995-02-28,3.9410726653051116e-05,2.5771982064501743e-05,2.1853681725045124e-05,0.6,0.0,3.13,0.0,-0.006437768240343367,4.0000000000000036,0.0,-2.000000000000046,-3.000000000000025,0.0,0.0,0.43,1.28,-4.0000000000000036,-2.0000000000000018,-0.06075139888089531,0.0,-0.0015503875968992942,0.000315756236185738,-5.916039566455922e-05
1995-03-01,4.131066186969771e-05,2.7918246312352475e-05,2.1619215591109602e-05,0.6,0.0,3.13,0.0,-0.011339092872570289,0.0,0.0,1.0000000000000675,-0.9999999999999787,0.0,0.0,0.42,1.29,1.0000000000000009,-1.0000000000000009,-0.008510638297872353,0.0,0.0015527950310558758,0.00018939393939398919,-3.549833749461051e-05
1995-03-02,3.7438686697396296e-05,2.6610102133614514e-05,2.1669223160934758e-05,0.6,0.0,3.13,0.0,0.004915346805024479,-0.9999999999999787,9.000000000000075,6.99999999999994,4.999999999999982,0.0,0.0,0.42,1.37,8.000000000000007,0.0,0.03175965665236036,0.0,-0.009715762273901807,0.004228997033390192,0.0010768211293605834
1995-03-03,3.5165961407673226e-05,2.644770080663767e-05,2.1591404656543124e-05,0.6,0.0,3.13,0.0,0.012499999999999956,-3.000000000000025,4.0000000000000036,6.00000000000005,5.999999999999961,0.0,0.0,0.47,1.45,7.999999999999985,4.999999999999999,-0.04742096505823634,0.0,-0.01471662665692508,0.018856065367693242,-5.9102353455631196e-05
1995-03-06,1.6579823975586365e-05,2.0834567976458536e-05,2.0959588395492696e-05,0.6,0.0,3.13,0.0,-0.0037573805689747886,2.000000000000046,4.999999999999982,4.999999999999982,3.000000000000025,0.0,0.0,0.45,1.47,2.0000000000000018,-1.9999999999999962,0.06288209606986905,0.0,-0.019067796610169663,0.007402837754472591,-0.0013239709672081545
1995-03-07,1.0795906312534169e-05,2.7008277347284065e-05,1.7498630943960507e-05,0.6,0.0,3.13,0.0,0.001616379310344973,4.0000000000000036,4.0000000000000036,3.000000000000025,4.999999999999982,0.0,0.0,0.44,1.48,1.0000000000000009,-1.0000000000000009,0.16844700082169273,0.0,-0.018898488120950296,0.006736068585425636,-0.00010653156885487292
1995-03-08,1.3274503113646881e-05,2.471948916680223e-05,1.645538686911977e-05,0.6,0.0,3.13,0.0,-0.01559978483055402,-1.0000000000000675,-8.000000000000007,-8.000000000000007,-8.000000000000007,0.0,0.0,0.43,1.41,-7.000000000000006,-1.0000000000000009,-0.035161744022503494,0.0,0.004623004953219656,-0.015206812652068025,-9.470481692375188e-05
1995-03-09,1.3499475554931926e-05,2.2641474906953676e-05,1.6415751308803166e-05,0.6,0.0,3.13,0.0,-0.01748633879781425,-3.9999999999999147,-8.999999999999986,-6.00000000000005,-2.999999999999936,0.0,0.0,0.47,1.39,-2.0000000000000018,3.9999999999999982,-0.026239067055393694,0.0,-0.007669551879040282,-0.0023471278567016585,-7.103534008168211e-05
1995-03-10,5.450578043529098e-05,4.205733885985153e-05,2.4514860677401052e-05,0.6,0.0,3.13,0.0,-0.0033370411568408587,3.9999999999999147,-4.0000000000000036,-6.99999999999994,-7.000000000000028,0.0,0.0,0.4,1.27,-11.99999999999999,-6.999999999999995,-0.07335329341317354,0.0,0.007287181185823277,-0.021669143140168323,2.3680128819814072e-05
1995-03-13,5.4211596209087715e-05,3.1785334796825844e-05,2.4069572313526197e-05,0.6,0.0,3.13,0.0,0.01506696428571419,-0.9999999999999787,-6.00000000000005,-4.0000000000000036,-0.9999999999999787,0.0,0.0,0.43,1.25,-2.0000000000000018,2.9999999999999973,-0.018578352180937063,0.0,-0.008001753809054102,0.010504999367168644,3.551935212708912e-05
